Name,Address,Type,Property Age,No. of units,Transactions in last 180 days,Latest transaction unit price
良材大樓,屏輝徑14號,屋苑,40,100,-,-
曉峰,白沙村32-38號,屋苑,2,86,-,-
翠疊軒,孖峰嶺路18號,屋苑,20,88,-,-
權益大樓,俊賢坊18號,屋苑,41,80,-,-
兆豐樓,元朗教育路68號,屋苑,45,80,-,-
柏雨花園,百花路9號,屋苑,40,193,-,-
瓏門,屯門鄉事會路83號,屋苑,4~6,1991,76,$15035
豫豐花園,福亨村道8號,屋苑,13,1576,64,$10642
疊茵庭,屯安里1號,屋苑,18,1728,53,$11650
屯門市廣場,屯順街1號,屋苑,26~31,1968,51,$12438
大興花園,震寰路11號,屋苑,24~29,3647,49,$10333
兆康苑,兆康路2-22號,屋苑,34~36,4676,46,$8924
兆禧苑,湖翠路201號,屋苑,32~33,2800,45,$10511
時代廣場,屯合街2號,屋苑,30,1240,43,$13184
新屯門中心,龍門路55-65號,屋苑,28,3500,29,$9853
卓爾居,石排頭徑1號,屋苑,18~20,1595,29,$11472
華都花園,屯利街1號,屋苑,36,1032,26,$10107
南浪海灣,恆富街23號,屋苑,18,1264,24,$10697
豐景園,海珠路7號,屋苑,28,1280,24,$12459
兆麟苑,兆興里3號,屋苑,24~25,4200,22,$6917
啟豐園,湖翠路138號,屋苑,26,896,21,$12714
恆福花園,青山公路青山灣段333號,屋苑,25,1502,21,$10390
悅湖山莊,湖秀街2號,屋苑,25,3890,20,$9243
慧豐園,湖翠路280號,屋苑,27,1000,19,$10545
兆山苑,湖山路2-26號,屋苑,34~35,1872,19,$7634
怡樂花園,景峰徑4-8號,屋苑,30,672,18,$9980
澤豐花園,青松觀路33號,屋苑,29,2208,18,$8515
景峰花園,景峰徑2號,屋苑,33,1520,17,$9769
綠怡居,福亨村路138號,屋苑,20,726,16,$9807
康德花園,石排頭路11號,屋苑,30,708,16,$11295
富健花園,龍門路45號,屋苑,19,3026,16,-
海翠花園,湖翠路168-236號,屋苑,30,1432,16,-
聚康山莊,屯貴路,屋苑,14,684,15,$13064
兆安苑,屯興路2號,屋苑,36~37,1311,14,$7766
翠林花園,石排頭路15號,屋苑,29,960,14,$10520
龍門居,龍門路43號,屋苑,20,3800,13,$7425
邁亞美海灣,湖翠路268號,屋苑,27,1272,13,$11923
新圍苑,田景路23號,屋苑,28~29,2100,13,$8394
盈豐園,良德街9號,屋苑,25,600,13,-
利寶大廈,青河坊3號,單幢物業,36,224,12,$11910
錦華花園,屯隆街1號,屋苑,32,496,12,$13012
恆順園,青山公路青山灣段362-388號,屋苑,28,856,11,$9481
康麗花園,屯門鄉事會路153號,屋苑,29,512,11,$11399
錦暉花園,華發街6號,屋苑,31,480,10,$8378
美樂花園,湖翠路2號,屋苑,35,2240,10,$8430
置樂花園,青海圍18號,屋苑,37,1000,9,$8762
麗寶大廈,青河坊2號,單幢物業,36,216,9,$13024
怡峰園,屯興路9號,屋苑,21,556,9,$8350
偉景花園,景峰徑3號,屋苑,31,624,8,$10413
恆豐園,榮發里1號,屋苑,24,408,8,$9817
寶怡花園,良德街11號,屋苑,25,792,8,$10843
建生?,良運街3號,屋苑,0,2652,8,$5050
良景?,田景路31號,屋苑,0,6852,8,$6239
龍成花園,青山公路青山灣段345號,屋苑,18,299,7,$10215
翠寧花園,豐安街2號,屋苑,27,2100,7,$8740
嘉悅半島,恆貴街1號,屋苑,16,429,7,$11724
冠峰園,青山公路青山灣段350號,屋苑,27,440,7,$9037
景峰豪庭,景峰徑10號,屋苑,20,448,7,$9678
海典軒,海珠路,屋苑,14,544,7,-
彩華花園,青山公路青山灣段351號,屋苑,29~36,576,7,$9893
雅都花園,屯門鄉事會路122號,屋苑,31,568,6,$9542
凱德花園,榮發里13-17號,屋苑,32,348,6,$10628
兆隆苑,田景路33號,單幢物業,27,612,6,-
兆軒苑,良運街1號,屋苑,27,1224,6,$9707
兆畦苑,田景路2號,屋苑,28,1428,6,$9029
山景?,鳴琴路1號,屋苑,0,8645,6,$9233
田景?,田景路10號,屋苑,0,3205,5,-
海麗花園,良德街12號,屋苑,26,480,5,$10000
金麗樓,啟民徑1-13號,屋苑,45,35,5,-
萬寶大廈,青海圍2號,單幢物業,36,192,5,-
華樂大廈,青山坊2號,單幢物業,36,192,5,$9343
倚嶺南庭,屯貴路3號,單幢物業,14,310,5,-
嘉喜利大廈,青山公路青山灣段385號,單幢物業,36,168,5,$11234
嘉華大廈,青山公路新墟段11-17號,單幢物業,36,108,4,$12037
鹿苑,青柏徑6號,單幢物業,35,76,4,$9916
多寶大廈,青翠徑9號,單幢物業,38,128,4,$11103
金邦大廈,青翠徑7號,單幢物業,37,102,4,$11404
金寶大廈,青棉徑5號,單幢物業,37,144,4,-
康利中心,屯門鄉事會路94-110號,單幢物業,33,160,4,$11735
彩暉花園,青山公路新墟段250號,屋苑,29,462,4,$7865
茵翠豪庭,康寶路88號,屋苑,15,319,4,-
景新臺,景新徑2號,屋苑,16,1152,4,-
美恆樓,啟民徑43號,屋苑,45,78,3,-
慧景閣,育康街8號,單幢物業,18,224,3,-
好發大廈,青棉徑6號,單幢物業,37,160,3,$9676
屯門中心大廈,仁政街7-35號,單幢物業,41,192,3,$10233
好勝大廈,青山公路新墟段199號,單幢物業,34,200,3,$11101
金銘大廈,井財街15號,單幢物業,36,120,3,$8420
金安大廈,青山公路青山灣段387號,單幢物業,37,176,3,-
明偉樓,屯門鄉事會路4-26號,單幢物業,46,56,2,$5218
華興大廈,青菱徑7號,單幢物業,36,60,2,-
金滿閣,仁愛堂街50號,單幢物業,40,66,2,-
東威閣,青菱徑3號,單幢物業,36,128,2,$11518
新都大廈,屯利街2號,屋苑,33,352,2,-
詠柏苑,屯子圍500號,屋苑,17,44,2,-
玫瑰花園,青山公路新墟段133號,單幢物業,22,200,2,-
錦興大廈,青山公路新墟段169-181號,單幢物業,29,200,2,-
兆邦苑,田景路38號,單幢物業,27,612,1,-
雅麗花園,青翠徑11號,單幢物業,36,92,1,-
愉翠園,五柳路200號,屋苑,0,48,1,-
松苑,德政圍25號,屋苑,44,50,1,-
康景花園,青善街48號,屋苑,29,216,1,-
麗日閣,仁愛堂街1-43號,單幢物業,31,112,1,$12763
慎成大廈,仁政街16號,單幢物業,42,75,1,-
好運洋樓,青山公路新墟段97-119號,單幢物業,41,64,1,-
美基樓,河傍街142號,單幢物業,44,109,1,-
海盛大廈,德政圍18號,單幢物業,26,96,1,-
富華大廈,仁政街26A號,單幢物業,36,88,1,-
萬成大廈,啟發徑7號,單幢物業,45,53,1,-
安麗大廈,青桃徑3號,單幢物業,36,66,1,-
屯景大廈,青海圍8號,單幢物業,36,66,1,-
協邦大廈,井財街21號,單幢物業,36,96,-,-
蘭苑,仁愛堂街32號,單幢物業,40,96,-,-
錦發大廈,井財街9號,單幢物業,39,108,-,-
興發大廈,啟民徑49號,單幢物業,33,60,-,-
富麗大廈,青菱徑6號,單幢物業,36,76,-,-
屯門花園,青海圍6號,單幢物業,37,136,-,-
珀御,良德街8號,單幢物業,0,321,-,-
18逸品,富盛街18號,屋苑,2,18,-,-
桃苑,德政圍66號,單幢物業,44,80,-,-
豐連,良德街3號,屋苑,0,371,-,-
怡廬,青山公路藍地段12號,屋苑,31,63,-,-
名賢居,屯富路18號,單幢物業,16,98,-,-
天生樓,屯門鄉事會路88號,單幢物業,0,100,-,-
力生大廈,井財街7號,單幢物業,38,120,-,-
城．點,啟發徑8號,單幢物業,0,204,-,-
雙寓,湖安街8號,單幢物業,0,222,-,-
嘉湖山莊,天湖路1號,屋苑,21~27,15927,270,$9263
柏慧豪園,天水圍,屋苑,8~11,2961,65,$10854
天盛苑,天靖街3號,屋苑,18~19,6580,36,$6956
天富苑,天秀路15號,屋苑,17~18,5119,30,$6747
天頌苑,天榮路3號,屋苑,17~19,6080,29,$6540
慧景軒,天葵路33號,屋苑,14,1091,20,$9000
天祐苑,天城路1號,屋苑,26,1824,10,$8132
天愛苑,天水圍,屋苑,25,1216,5,$8457
天麗苑,天喜街11號,單幢物業,21,756,4,$6785
荃灣中心,荃景圍102號,屋苑,36~39,4516,122,$11940
環宇海灣,永順街48號,屋苑,4,1720,72,$13968
海濱花園,怡樂街2-12號,屋苑,29~30,5692,71,$11995
綠楊新?,蕙荃路22-66號,屋苑,34~35,4056,44,$12516
愉景新城,青山公路荃灣段398號,屋苑,20~21,3360,43,$13077
爵悅庭,楊屋道90-114號,屋苑,13,1624,40,$14399
荃景花園,荃景圍85號,屋苑,30~32,3024,39,$12293
荃威花園,荃景圍187-195號,屋苑,37~40,3424,38,$9601
樂悠居,楊屋道124-142號,單幢物業,13,960,35,$14802
萬景峰,楊屋道1號,屋苑,11,1471,34,$17172
翠豐臺,安育路2號,屋苑,15,1267,33,$14157
荃德花園,荃景圍208號,屋苑,32,1232,27,$11912
立坊,楊屋道118號,單幢物業,12,440,20,-
名逸居,沙咀道363號,屋苑,16,659,12,$13749
海灣花園,永順街38號,屋苑,27,822,11,$12517
縉庭山,國瑞路168號,屋苑,8,548,10,$12987
昇柏山,油麻磡路63號,單幢物業,4,402,10,$11527
祈德尊新?,海盛路22-26號,屋苑,30,1418,9,$12605
朗逸峰,荃錦公路108號,屋苑,14,773,9,$10543
富麗花園,荃華街46號,屋苑,33~34,528,9,$13817
錦豐園,青山公路荃灣段458-466號,屋苑,29,560,9,$12827
德寶大廈,大陂坊2-24號,單幢物業,45,206,8,$11871
荃灣廣場,大壩街4-30號,屋苑,27,480,7,$14550
康睦庭園,聯仁街28號,屋苑,19,240,7,$12864
灣景廣場,大河道88號,單幢物業,23,280,7,-
富裕樓,青山公路荃灣段263-275號,屋苑,45,150,5,$11199
荃錦中心,青山公路荃灣段342號,屋苑,32,496,5,-
都城大樓,享和街51號,單幢物業,46,168,4,-
運通洋樓,運通街8號,單幢物業,45,184,4,$9211
寶石大廈,沙咀道328號,屋苑,22,600,4,$9667
家興大廈,荃景圍202號,屋苑,30,216,4,$10045
東亞花園,荃榮街2號,屋苑,37,336,4,$12566
卓明大廈,大河道57-75號,單幢物業,52,190,4,$10460
德仁樓,沙咀道333-335號,屋苑,45~50,264,4,$7820
石碧新村,鹹田街75號,屋苑,57,108,3,$8260
荃灣花園,德士古道12-18號,屋苑,36~38,464,3,-
安富大廈,路德圍26-42號,單幢物業,44,118,3,$12468
紅棉大廈,青山公路荃灣段123-133號,單幢物業,53,104,3,-
華都中心,西樓角路170-184號,單幢物業,29,168,3,-
三和樓,眾安街18號,單幢物業,46,60,3,-
高惠樓,德華街58號,單幢物業,47,59,2,-
富榮大廈,昌泰街1-5號,單幢物業,43,57,2,-
仁信大廈,三陂坊12號,單幢物業,55,88,2,-
仁蕙苑,享成街16-32號,單幢物業,46,84,2,-
好景樓,享和街62號,單幢物業,47,70,2,-
廣益大廈,沙咀道323號,單幢物業,53,71,2,$10313
安豐大廈,享和街80-98號,單幢物業,46,113,2,-
昌泰大樓,大河道30-38號,單幢物業,45,112,2,-
安康大廈,大壩街37號,單幢物業,45,136,2,$9669
金城大樓,享和街33號,單幢物業,46,134,2,$12432
登發大廈,大河道18號,單幢物業,44,79,2,-
傳德樓,曹公坊32-36號,單幢物業,47,80,2,-
千里台,荃景圍200號,單幢物業,28,104,2,-
嘉新大樓,路德圍46-58號,單幢物業,44,126,2,-
周氏大廈,兆和街2-4A號,單幢物業,45,123,2,-
荃勝大廈,青山公路荃灣段185-187號,單幢物業,38,118,2,-
海天豪苑,大屋街1號,單幢物業,16,152,2,$12760
怡景園,蕙荃路53-61號,屋苑,30,312,2,-
眾安大廈,沙咀道305號,屋苑,48,148,2,-
昌華大廈,路德圍55號,屋苑,45,192,1,-
豪輝花園,西樓角路222-224號,屋苑,28,164,1,-
尚翠苑,沙咀道376號,屋苑,0,962,1,-
富華中心,青山公路荃灣段210號,單幢物業,40,152,1,-
荃豐中心,西樓角路138-168號,單幢物業,31,216,1,-
天保大樓,鱟地坊74號,單幢物業,54,98,1,-
荃昌中心,西樓角路202-216號,屋苑,30,208,1,-
寶雲匯,荃錦公路98號,屋苑,15,211,1,-
御凱,楊屋道18號,屋苑,9,256,1,-
荃灣城市廣場,荃灣街市街67-95號,屋苑,29,232,1,-
友聯樓,沙咀道188A號,單幢物業,47,80,1,-
荃樂大廈,荃樂街1-17號,單幢物業,45,165,1,-
泰華大廈,大陂坊9-31號,單幢物業,45,170,1,-
荃好景大廈,海壩街83-93號,單幢物業,45,75,1,-
荃發大廈,荃興徑19號,單幢物業,45,63,1,$11995
好運唐樓,沙咀道129號,單幢物業,47,70,1,-
慶興大樓,青山公路荃灣段223-227號,單幢物業,46,69,1,-
海晴軒,兆和街23號,單幢物業,19,54,1,-
金豐閣,禾笛街19號,單幢物業,19,52,1,-
華達樓,海壩街22-32號,單幢物業,52,67,1,-
寶成樓,大河道77-89號,單幢物業,48,65,1,$8491
雅緻樓,四陂坊9-14號,單幢物業,54,56,1,-
坤成樓,荃灣街市街142-164號,單幢物業,46,60,-,-
周合成大廈,眾安街6號,單幢物業,38,66,-,-
芙蓉大廈,芙蓉街1-5號,單幢物業,46,68,-,-
德範大樓,德華街20號,單幢物業,52,53,-,-
翡翠廣場,沙咀道298-304號,單幢物業,16,88,-,-
香和大廈,享和街72號,單幢物業,46,72,-,-
香城大廈,享成街6-14號,單幢物業,45,78,-,-
廣發大廈,沙咀道260-276號,單幢物業,53,81,-,-
昌耀大廈,青山公路荃灣段167-173號,單幢物業,40,100,-,-
海之戀,大河道100號,屋苑,0,2406,-,-
全．城匯,大河道98號,屋苑,0,953,-,-
寶星中心,打磚坪街1-25號,屋苑,33~34,968,21,$12862
新葵芳花園,葵義路12-20號,屋苑,35,1264,21,$13996
雍雅軒,和宜合道,屋苑,11,924,11,$12512
葵芳閣,葵義路15號,屋苑,34,592,8,$12169
葵星中心,和宜合道1-3號,屋苑,37,384,8,$9891
瑞景大廈,和宜合道172號,屋苑,44,289,8,$7989
月海灣,葵聯路100號,屋苑,16,372,7,$15194
新葵興花園,大窩口道161-165號,屋苑,35,600,6,$11954
嘉翠園,青山公路葵涌段382號,屋苑,26,428,6,-
葵俊苑,葵興路93-97號,屋苑,23,1050,6,-
和記新?,梨木道2號,屋苑,42,279,5,-
豪華閣,大白田街41號,單幢物業,45,209,5,-
葵涌廣場,葵富路7-11號,屋苑,28,640,5,$14381
葵涌大廈,石貝街10-30號,單幢物業,44,357,5,$8686
德泰大廈,德士古道39號,單幢物業,47,228,5,-
勝華大廈,盛芳街31號,單幢物業,44,77,4,-
葵麗大廈,石蔭路37號,單幢物業,45,133,4,$9952
怡勝花園,大隴街153號,單幢物業,30,216,4,-
葵華大廈,大隴街11號,單幢物業,42,160,4,-
葵康苑,大窩口道150號,屋苑,25,701,4,$10482
葵祥大廈,榮芳路103號,單幢物業,45,102,3,-
偉賢樓,青山公路葵涌段432號,單幢物業,45,82,3,$7627
成城大廈,和宜合道90-114號,單幢物業,45,90,3,-
福蔭大廈,童子街2號,單幢物業,39,80,3,-
葵都大廈,大隴街139號,單幢物業,43,132,3,-
名德大樓,屏富徑4-16號,單幢物業,52,71,3,$6100
寬德大廈,盛芳街38-44號,單幢物業,41,74,3,-
葵興?,禾葵里2號,屋苑,0,1528,3,-
寧峰苑,梨木道99號,屋苑,17,1280,3,$9522
葵賢苑,大廈街43號,屋苑,25,700,3,-
葵龍大廈,大隴街63號,單幢物業,45,160,3,$8663
銀行大廈,大隴街39號,單幢物業,44,118,3,-
運芳洋樓,興芳路180號,單幢物業,41,150,3,$8824
昌榮樓,大隴街107號,單幢物業,44,57,2,-
海昌大樓,和宜合道222號,單幢物業,42,53,2,$9666
獅子樓,石蔭路115號,單幢物業,45,106,2,-
金珮樓,石文徑14號,單幢物業,44,70,2,-
保基大樓,和宜合道12號,單幢物業,44,166,2,-
金恆樓,和宜合道66-72號,單幢物業,44,83,2,-
葵涌花園,和宜合道50-56號,單幢物業,36,88,2,-
芊紅居,興盛路91號,屋苑,20,420,2,-
誼發大廈,和宜合道212號,屋苑,43,348,2,$9054
美涌大廈,禾塘咀街89號,單幢物業,41,91,2,-
葵和大廈,禾塘咀街85號,單幢物業,45,102,2,-
葵福大廈,禮芳街5-23號,單幢物業,43,120,2,-
昌偉大廈,光輝圍39A號,單幢物業,40,200,2,-
葵涌中心,葵興路100號,單幢物業,40,160,2,-
怡峰苑,寶利街8號,屋苑,19,700,2,-
昌宏大廈,青山公路葵涌段539號,單幢物業,40,200,1,-
宏華大廈,大窩口道9號,單幢物業,53,147,1,$8838
濠勝閣,信芳街30-42號,單幢物業,45,104,1,-
嘉寶大廈,青山公路葵涌段499號,單幢物業,44,100,1,-
美葵大廈,禾塘咀街87號,單幢物業,41,102,1,-
美豐大廈,仁芳街8號,單幢物業,41,82,1,-
葵涌志昌樓,大隴街20號,單幢物業,45,79,1,-
德昌大廈,葵涌道1001號,單幢物業,44,320,1,-
金石樓,石蔭路62號,單幢物業,45,236,1,-
葵寶大廈,梨木道108-116號,單幢物業,42,182,1,-
葵景大廈,光輝圍27-39號,單幢物業,43,229,1,$9571
錦華大廈,石蔭路21-25號,單幢物業,43,114,1,-
京寶大樓 (京寶大廈),盛芳街17-19號,單幢物業,42,70,1,-
葵豐大廈,興芳路196號,單幢物業,45,108,1,$12549
宜和樓,石蔭路2號,單幢物業,45,85,1,-
安盛大廈,大白田街25號,單幢物業,45,85,1,$8351
昌發大廈,光輝圍21號,單幢物業,42,83,1,-
葵樂大廈,榮芳路79號,單幢物業,45,66,1,$10563
德大閣,德大徑3號,單幢物業,26,60,1,-
新華大廈,和宜合道122號,單幢物業,44,52,-,-
葵發大廈,石蔭路108號,單幢物業,45,52,-,-
名堂大樓,屏富徑3-15號,單幢物業,51,78,-,-
葵豐樓,屏麗徑3-21號,單幢物業,44,78,-,-
仁雅大廈,大廈街11號,單幢物業,45,64,-,-
昌年大廈,葵涌道1013號,單幢物業,45,63,-,-
利和大廈,和宜合道130號,單幢物業,44,73,-,-
協德大廈,智芳街1-3號,單幢物業,42,75,-,-
葵富大廈,和宜合道224-234號,單幢物業,41,113,-,-
天安樓,石蔭路86號,單幢物業,45,112,-,-
豐寓,興芳路178號,單幢物業,0,136,-,-
守運樓,榮芳路3號,單幢物業,44,80,-,-
昌鴻大廈,美芳街2-14號,單幢物業,40,98,-,-
恆景花園,榮芳路9號,單幢物業,22,216,-,-
柏傲灣,永順街51號,屋苑,0,993,-,-
翠怡花園,楓樹窩路1號,屋苑,28~29,3216,58,$12883
盈翠半島,青敬路33號,屋苑,19,3465,36,$16001
美景花園,細山路2-16號,屋苑,34~36,1912,34,$11030
灝景灣,牙鷹洲街8號,屋苑,18~20,2824,34,$14843
藍澄灣,青衣路1號,屋苑,15,1587,26,$12234
海欣花園,長環街11號,屋苑,18,1433,26,$13065
青華苑,青芊街22號,屋苑,31~32,2460,25,$10584
青怡花園,青綠街7-19號,屋苑,32,1520,17,$13965
青泰苑,擔杆山路8號,屋苑,30,2180,14,$13741
青盛苑,青康路10號,單幢物業,33,800,12,$11234
長安?,擔杆山路1號,屋苑,0,7338,12,$6095
曉峰園,寮肚路3號,屋苑,19,816,8,-
偉景花園,青綠街1號,屋苑,27,1776,8,$11278
海悅花園,青敬路77號,屋苑,27,840,7,-
青衣?,楓樹窩路10號,屋苑,0,3217,7,-
長發?,擔杆山路6號,屋苑,0,2528,6,$5211
宏福花園,青敬路75號,屋苑,23,1024,4,-
綠悠雅苑,青綠街18號,屋苑,0,988,3,$10167
青宏苑,牙鷹洲街1號,屋苑,17,576,3,-
青雅苑,牙鷹洲街3號,單幢物業,29,816,2,-
青俊苑,青康路2B號,屋苑,0,465,1,-
珀麗灣,珀麗路8號,屋苑,9~16,5302,92,$11782
馬灣大街村中,馬灣大街村中201-258號,屋苑,0,145,1,-
馬灣大街村北,馬灣大街村北301-351號,屋苑,0,116,-,-
馬灣大街村南,馬灣大街村南101-138號,屋苑,0,106,-,-
映灣園,文東路,屋苑,7~16,5351,117,$10768
藍天海岸,海濱路12號,屋苑,11~16,3394,53,$12737
東堤灣畔,慶東街1號,屋苑,19~20,2158,33,$11027
海堤灣畔,海濱路8號,屋苑,16,1536,31,$11096
昇薈,東涌市地段37號,屋苑,3,1420,22,$11307
裕東苑,達東路33號,屋苑,21,2640,12,-
東環,迎康街6號,屋苑,2,2343,7,-
梅窩大廈,梅窩碼頭路12號,單幢物業,34,89,7,$10532
澄碧?,大嶼山,屋苑,38~39,196,5,$2823
卓濤軒,梅窩碼頭路18A號,屋苑,22,50,3,-
海愉花園,梅窩碼頭路19號,屋苑,23,45,2,-
金銀灣,大石口路1號,屋苑,36,132,2,$7741
嘉暉花園,寶坪街12號,屋苑,21,136,2,$6831
龍軒苑,大澳道80號,屋苑,19,179,1,-
碧濤軒,長碩路33號,屋苑,27,156,1,-
天福花園,長洲山頂道48號,屋苑,0,44,1,-
梅窩中心,銀運路3號,屋苑,23,60,1,-
家樂閣,銀運路2號,單幢物業,31,60,1,-
BOTANICA BAY,長富街3號,屋苑,5,16,-,-
WHITESANDS,嶼南道160號,屋苑,3,28,-,-
銀河苑,銀礦灣路16號,屋苑,0,529,-,-
福安閣,梅窩碼頭路16號,屋苑,31,60,-,-
玫魂園,觀音灣路35號,屋苑,0,43,-,-
坪麗苑,樂坪街2號,單幢物業,22,148,-,-
浪翠園,青山公路青龍頭段18號,屋苑,23~26,2224,51,$10900
碧堤半島,青山公路深井段33號,屋苑,12~15,3347,48,$12756
豪景花園,青山公路青龍頭段100號,屋苑,10~32,2830,41,$10167
愛琴海岸,掃管笏段管青路2號,屋苑,16,1624,29,$11528
香港黃金海岸,青山公路青山灣段1號,屋苑,23~28,2052,24,$10042
海韻花園,青山公路深井段38號,屋苑,26,1068,19,-
麗都花園,青山公路深井段41-63號,屋苑,29,1392,16,$9834
海景花園,青榕街1號,屋苑,31,672,13,$8201
星堤,管翠路1號,屋苑,7,459,10,$10521
龍珠島別墅,青龍路5號,屋苑,40~48,263,9,$7852
帝濤灣,青山公路大欖段,屋苑,19,856,8,-
青榕臺,青榕街8號,屋苑,29,236,7,$8401
縉皇居,深慈街8號,屋苑,18,559,6,$9188
漣山,青發里9號,屋苑,16,222,6,$9381
蟠龍半島,瑜翠街2號,屋苑,36,114,4,-
容龍居,青霞里9號,屋苑,27,192,4,$7576
愛琴灣,青發街2號,屋苑,14,90,3,-
縉悠,順風圍800號,屋苑,0,30,3,-
海韻臺,青山公路深井段28號,單幢物業,26,212,3,-
浪濤灣,青發街28號,屋苑,16,243,3,$10375
春和海景花園,青山公路青山灣段33號,屋苑,28,81,2,-
碧翠花園,青山公路青山灣段107號,屋苑,29,167,2,$8400
瑜翠園,瑜翠街9號,屋苑,27,292,2,$7782
海雲軒,青山公路深井段18A號,屋苑,14,221,2,-
翠濤居,青山公路青山灣段168號,屋苑,16,260,2,$9326
青麗灣別墅,樂翠街6-18號,屋苑,30,43,2,-
海慧花園,青茵街8號,屋苑,24,134,2,$9754
翠峰小築,青山公路青山灣段128號,屋苑,19,80,1,-
青山別墅,樂翠街19號,屋苑,43,102,1,-
棕月灣,青山公路青山灣段28號,屋苑,19,38,1,-
龍珠島花園,青龍路11號,屋苑,27~28,130,1,-
海澄軒,青發街8號,屋苑,19,58,1,-
雅德苑,青榕街6號,屋苑,37,52,-,-
均富花園,掃管笏村1區109-123號,屋苑,0,57,-,-
龍珠花園,青龍路7號,屋苑,28,45,-,-
美利海灣,樂翠街23號,屋苑,8,12,-,-
星岸,青山公路汀九段380號,屋苑,4,34,-,-
滿名山,"青盈路18,28-29號",屋苑,1,1110,-,-
NAPA,掃管笏路88號,屋苑,1,460,-,-
琨崙,青發里8號,屋苑,6,91,-,-
帝華軒,龍騰路8號,屋苑,21,168,-,-
錦繡花園,錦繡花園河北第十街,屋苑,25~41,5018,40,$11376
加州花園,海棠徑,屋苑,22~25,980,19,$10214
加州豪園,卡米爾徑,屋苑,22~23,424,6,-
翠逸雅園,牛潭尾紅花磡路8-18號,屋苑,14~19,70,5,-
夏威夷豪園,新潭路83號,屋苑,21,58,2,-
華安苑,新圍村138號,屋苑,0,119,2,-
葡萄園,牛潭尾路,屋苑,9~12,214,2,-
碧豪苑,青山公路米埔段80號,屋苑,27~32,160,2,-
翠巒,新潭路93號,屋苑,12,63,-,-
怡安苑,新圍村84號,屋苑,19,105,-,-
伊甸雅苑,米埔新村301-338號,屋苑,2,34,-,-
峰景豪園,新潭路,屋苑,17,33,-,-
悅富豪苑,青山道628號,屋苑,11,77,-,-
愉景灣,大嶼山,屋苑,7~36,8330,180,$9981
